brand,model,color,aid,title
"BRITAX","U741903","Pewter","AIDRFYCA2001","Britax B-Free Stroller | All Terrain Tires + Adjustable Handlebar + Extra Storage with Front Access + One Hand, Easy Fold, Pewter"
"Booyah Strollers",,"black","AIDFCZS61001","Double Stroller Organizer for Bob Duallie and Baby Jogger City Mini GT"
"Tiny Wonders","BS-BLAC-020","Black","AIDQBVS72001","Tiny Wonders Black Lightweight Compact Baby Stroller, Portable Airplane Travel Carry On Strollers, Folding Umbrella Pram for 6, 9, 12Months, 1, 2 Year Old Newborn, Infants, Toddlers, Boy, Girl (Black)"
"UPPAbaby","0920-MCG-WW-JKE","Gray","AIDIN3I04001","UPPAbaby Cozyganoosh for MESA & Mesa I-Size - Jake (Charcoal)"
"BRITAX","U201965","Cool Flow Teal","AID87EJ12001","Britax B-Clever Lightweight Stroller | One Hand, Easy Fold + Ventilated Canopy + Cool Flow Ventilated Fabric, Cool Flow Teal"
"Baby Jogger","2081850","Slate","AIDLBUJ91001","Baby Jogger City Tour 2 Single Stroller, Slate"
"Evenflo","63012264","Gypsy","AIDQ8VS72001","Evenflo Pivot Xplore Stroller Wagon Second Seat, Gypsy Olive Green"
"Delta Children","14999-0251","Charcoal Tracks","AIDJ8T512001","Jeep Deluxe Patriot Open Trails Jogger by Delta Children, Charcoal Tracks"
"Baby Joy",,"Pink","AID6VNKA1001","BABY JOY Double Light-Weight Stroller, Travel Foldable Design, Twin Umbrella Stroller with 5-Point Harness, Cup Holder, Sun Canopy for Baby, Toddlers (Pink)"
"BOB Gear","U231947","Graphite Black","AIDB62M12001","BOB Gear Revolution Flex 3.0 Duallie Double Jogging Stroller | Smooth Ride Suspension + Easy Fold + Adjustable Handlebar, Graphite Black [New Logo]"
"Dream On Me","446-BLK","Black","AIDO7VS72001","Dream On Me, Volgo Twin Umbrella Stroller, Black (446-BLK)"
"Graco","2079880","Winfield","AIDCQU881001","Graco Verb Stroller | Lightweight Baby Stroller, Winfield"
"Baby Trend","TJ75B75B","Optic Aqua","AIDR5HK72001","Baby Trend Pathway 35 Jogger Travel System, Optic Aqua"
"Baby Trend","DX60701","Baltic","AIDX1QCA2001","Baby Trend Navigator Double Jogger Stroller, Baltic"
"UPPAbaby","0320-VIS-US-EMT/1017-MSA-US-JKE","Emmett","AID382DA2001","UPPAbaby Vista V2 Stroller - Emmett (Green Melange/Silver/Saddle Leather) + Mesa Infant Car Seat - Jake (Black)"
"Thule","10101925","Mars","AIDI6VS72001","Thule Urban Glide 2 Jogging Stroller , Mars"
"BRITAX","U741900","Midnight","AIDR0IK72001","Britax B-Free Stroller | All Terrain Tires + Adjustable Handlebar + Extra Storage with Front Access + One Hand, Easy Fold + Cool Flow Ventilated Fabric - Midnight"
"Disney Baby","TR396EYK","Mickey Carnival","AIDAROG02001","Disney Baby Smooth Ride Travel system, Mickey Carnival"
"Summer Infant","32753","Matte Gray","AID2SK612001","Summer 3Dlite+ Convenience Stroller, Matte Gray  – Lightweight Umbrella Stroller with Oversized Canopy, Extra-Large Storage and Compact Fold"
"Maxi-Cosi","TR389EMJA","Night Black","AIDCMUF12001","Maxi-Cosi Zelia 5-In-1 Modular Travel System, Night Black"
"Maxi-Cosi","TR414ETL","Nomad Grey","AID4T5Q81001","Maxi-Cosi Zelia Max 5-in-1 Modular Travel System, Nomad Grey, One Size"
"UPPAbaby","0320-VIS-US-JOR","Grey","AID8E4B12001",
"Baby Jogger","2104203","Slate","AIDXOTCA2001","Baby Jogger City Mini 2 Double Stroller, Slate"
"Thule","10101923","Black on Black","AID78AK91001","Thule Urban Glide 2 Jogging Stroller, Black/Black Frame"
"INFANS",,"Dark Grey","AIDFYHK72001","INFANS Newborn Baby Stroller Carriage, 2 in 1 High Landscape Convertible Reversible Bassinet Pram, Foldable Aluminum Alloy Pushchair with Adjustable Canopy, 3D Shock Absorption PU Wheels (Dark Grey)"
"Summer Infant","32693","Teal","AIDUEWJ91001","Summer 3Dlite Convenience Stroller, Teal – Lightweight Stroller with Aluminum Frame, Large Seat Area, 4 Position Recline, Extra Large Storage Basket – Infant Stroller for Travel and More"
"Baby Trend","SS76B74A","Optic Teal","AID5XIK72001","Baby Trend Sit n Stand Double Stroller, Optic Teal"
"Graco","2052261","Shift","AIDO6VS72001","Graco Modes Duo Stroller, Shift"
"Dream On Me","365-NAVY","Navy","AIDKRUCA2001","Dream On Me, Coast Stroller Rider, Lightweight, One hand easy fold, travel ready, Strudy, Adjustable handles, Soft-ride wheels, Easy to push, Navy"
"Thule","10101943","Majolica Blue","AIDG0LG34001","Thule Urban Glide 2, Majolica Blue, One Size"
"BOB Gear","U921963","Teal","AIDZFJK72001","BOB Gear Alterrain Jogging Stroller | Quick Fold + Adjustable Handlebar + XL UPF 50+ Canopy, Melange Teal"
"Delta Children","11701-820","Black and Orange","AIDOM4622001","Delta Children City Street LX Side by Side Stroller, Orange"
"Baby Trend","JG94710","Carbon","AID94EK72001","Baby Trend Expedition Jogger Stroller, Carbon"
"Graco","1992185","Bennett","AID8RW571001","Graco FastAction Fold Travel System | Includes FastAction Fold Stroller and SnugRide 30 Infant Car Seat, Bennett"
"UPPAbaby","0320-VIS-US-FIN","Blue","AIDB6VS72001","UPPAbaby VISTA V2 Stroller - FINN (deep sea/silver/chestnut leather)"
"Baby Trend","TS89C04B","Bluebell","AID3J7012001","Baby Trend Sky View Plus Travel System, Bluebell"
"Graco","2083434","Carlee","AIDH0PT91001","Graco Modes Bassinet Travel System | Includes Modes Bassinet Stroller and SnugRide SnugLock 35 Infant Car Seat, Carlee"
"Baby Trend","JG95633","Raspberry","AID6LR2A1001","Baby Trend Xcel Jogger Stroller, Raspberry"
"WONDERFOLD","W4","Navy","AIDCM9182001","WONDERFOLD W4 4 Seater Multi-Function Quad Stroller Wagon with Removable Raised Seats and Slidable Canopy, Navy"
"Baby Trend","ST21A21A","Princeton","AID7PY191001","Baby Trend Rocket Lightweight Stroller, Princeton"
"Disney",,"Minnie Zen","AIDMOIAD4001","Disney Baby Minnie Mouse Smooth Ride Travel System,Minnie Zen"
"BOB Gear","U921962","Gray","AIDXVTCA2001","BOB Gear Alterrain Jogging Stroller | Quick Fold + Adjustable Handlebar + XL UPF 50+ Canopy, Melange Gray"
"Graco","2113924","Hailey","AIDWRF022001","Graco NimbleLite Stroller | Lightweight Stroller, Under 15 Pounds, Car Seat Compatible, Compact Fold, Hailey"
"WONDERFOLD","W4","Gray","AIDOE4B12001","WONDERFOLD W4 4 Seater Multi-Function Quad Stroller Wagon with Removable Raised Seats and Slidable Canopy, Gray"
"Jeep","90113","Clear","AIDA4HZ62001","Jeep Side by Side Stroller One Size Weather Shield, White"
"Baby Trend","SS76B77A","Optic Violet","AIDZYSCA2001","Baby Trend Sit n Stand Double Stroller, Optic Violet"
"BOB Gear","U221950","Lunar Black","AID6AVAA2001","BOB Gear Revolution Flex 3.0 Jogging Stroller | Ultra-Reflective Fabric + Smooth Ride Suspension + Easy Fold + Adjustable Handlebar, Lunar Black [New Logo]"
"BRITAX","U761912","Dove","AIDS80081001","BRITAX B-Lively Double Stroller | Adjustable Handlebar + Easy Fold + Infinite Recline + Front Access Storage, Dove"
"Chicco","00079660040070","Slate","AID9NNRA1001","Chicco Mini Bravo Plus Travel System, Slate"
"Thule","10101944","Cypress Green","AID4DM9Z3001","Thule Urban Glide 2, Cypress Green, One Size"
"Graco","2079879","Tansy","AIDMBK291001","Graco Verb Stroller | Lightweight Baby Stroller, Tansy"
"Graco","2029407","Finch","AIDURF022001","Graco Jetsetter Stroller, Finch"
"BOB Gear","U991954","Black","AIDTTXJ22001","BOB Gear Alterrain Pro Jogging Stroller | One-Hand Quick Fold - Smoothshox + Airfilled Tires, Black"
"Joovy","8144","Amber","AIDB2DA12001","Joovy Caboose Graphite Stroller, Stand on Tandem, Sit and Stand, Amber"
"Graco","1934761","Gotham","AID27Y571001",
"Chicco","06079062950070","Black","AIDPLI291001","Chicco KeyFit Caddy Frame Stroller"
"BOB Gear","U221947","Graphite Black","AIDR3HZ62001","BOB Gear Revolution Flex 3.0 Jogging Stroller | Smooth Ride Suspension + Easy Fold + Adjustable Handlebar, Graphite Black [New Logo]"
"Evenflo","19132343","Adventurer","AID0PYE72001","Evenflo Pivot Xplore All-Terrain Stroller Wagon"
"ZOE",,"Luxe Black","AIDAR8DA2001","Zoe Twin+ Luxe (Zoe XL2) Stroller - Best Lightweight Double Stroller for Toddlers - Everyday Twin Stroller with Umbrella - UPF 50+ - Tandem Capable"
"UPPAbaby","0320-VIS-US-HZL","Green","AIDT9LCA2001","UPPAbaby VISTA V2 Stroller - HAZEL (olive/silver/saddle leather)"
"Baby Trend","SS76773","Millennium","AIDUWVD81001","Baby Trend Double Sit N Stand Stroller, Millennium"
"Chicco","04079673190070","Atmos","AIDM2HZ62001","Chicco Activ3 Air Jogging Stroller - atmos, Grey"
"Chicco","00079660460070","Midnight","AID8NPK72001","Chicco Mini Bravo Plus Travel System, Midnight"
"Disney","US139CJC","Pink Minnie","AIDWDU781001","Disney Umbrella Stroller with Basket, Pink Minnie"
"Graco","2080311","Hilt","AIDKE4E71001","Graco FastAction SE Travel System | Includes FastAction SE Stroller and SnugRide 30 LX Infant Car Seat, Hilt"
"Chicco","00079135720070","Black","AIDAVD071001","Chicco BravoFor2 Standing/Sitting Double Stroller, Iron"
"INFANS",,"Grey","AIDA62M12001","INFANS Baby Stroller for Newborn, 2 in 1 High Landscape Convertible Reversible Bassinet Pram for Infant & Toddler, Foldable Aluminum Alloy Pushchair with Adjustable Backrest, 3D Suspension (Grey)"
"Baby Trend","TS41227C","Coral Floral","AIDKYN6E1001",
"Baby Jogger","2082866","Capri","AIDO29182001","Baby Jogger City Mini 2 Stroller - 2019 | Compact, Lightweight Stroller | Quick Fold Baby Stroller, Capri"
"Chicco","04079747680070","Techna","AIDVJIK72001","Chicco Viaro Travel System, Techna"
"UPPAbaby","0320-VIS-US-JKE","Black","AIDSE4B12001","UPPAbaby VISTA V2 Stroller - JAKE (black/carbon/black leather)"
"Baby Trend","ST21A09A","Duke","AIDQ0I7A1001","Baby Trend Rocket Lightweight Stroller, Duke"
"Baby Trend","DJ86A08B","Lincoln","AIDZV8182001","Baby Trend Navigator Lite Double Jogger Stroller, Lincoln"
"Baby Trend","ST04D02A","Kona","AIDUDLCA2001","Baby Trend Tango Stroller"
"BRITAX","U931936","Cool Flow Teal","AIDUUYCA2001","Britax B-Free Stroller | All Terrain Tires + Adjustable Handlebar + Extra Storage with Front Access + One Hand, Easy Fold + Cool Flow Ventilated Fabric - Cool Flow Teal"
"Baby Trend","SS76B71A","Optic Green","AIDA9RCA2001","Baby Trend Sit n Stand Double Stroller, Optic Green"
"Joovy","8167","Black","AIDP45191001","Joovy Caboose Too Graphite Stand-On Tandem Stroller, Black"
"UPPAbaby","0920-CGN-WW-JOR","Jordan (Charcoal Melange)","AID6JTM04001",
"Chicco","07079103840070","Titan","AIDU6X591001","Chicco TRE Jogging Stroller - Titan"
"Baby Trend","ST04D27A","Blue Mist","AID4ELCA2001","Baby Trend Tango Stroller, Blue Mist (ST04D27A)"
"Delta Children","14999-678","Berry Tracks","AIDRO4622001","Jeep Deluxe Patriot Open Trails Jogger by Delta Children, Berry Tracks"
"Lascal","5-26300","Black","AIDXLH8H1001","Lascal BuggyBoard Maxi, Black, Universal Ride-On Stroller Board, Fits More Strollers using The Patented Universal Adapter, Holds Up To 66 lbs (Adjusting Screws Color and Packaging May Vary)"
"ZOE",,"Luxe Pink","AIDLK8DA2001","Zoe Twin+ Luxe (Zoe XL2) Stroller - Best Lightweight Double Stroller for Toddlers - Everyday Twin Stroller with Umbrella - UPF 50+ - Tandem Capable"
"DOONA",,"Flame Red","AIDB64DA2001","Doona - Liki Trike S3 - Flame Red"
"Baby Jogger","2011479","Port","AID2ZA182001","Baby Jogger City Select LUX Second Seat Kit, Port"
"Thule","11300205","Grey Melange","AIDSSJK72001","Thule Spring Stroller, Grey Melange, Model:11300205"
"Baby Jogger","2104669","Jet","AIDT4UUV3001","Baby Jogger | Maxi COSI, Be Safe, Cybex Car Seat Adapter |City Mini 2 Double Stroller, City Mini GT2 Double Stroller, Black"
"Baby Trend","SS76B72A","Pink","AID1JX191001","Baby Trend Sit n Stand Double Stroller, Optic Pink"
"Ergobaby","METROBAR","Accessory: Belly Bar","AIDY70I45001","Ergobaby Metro Lightweight Baby Stroller Accessories, Accessory: Belly Bar"
"Evenflo","55411874","Hayden Dot","AIDN6VS72001","Evenflo Vive Travel System with Embrace, Hayden Dot"
"Comfy Baby","920","Clear","AIDO5VK71001","Comfy Baby! Universal Double Jogging Stroller Waterproof Rain Cover/Wind Shield"
"Summer Infant","31963","Granite Herringbone","AIDCDL9Z3001","Summer Infant 3Dlite+ Convenience Stroller, Granite Herringbone  – Lightweight Umbrella Stroller with Oversized Canopy, Extra-Large Storage and Compact Fold"
"Baby Trend","WG01D14A","Ultra Black","AIDL7VS72001","Baby Trend Expedition 2-in-1 Stroller Wagon PLUS, Ultra Black"
"Delta Children","11701-026","Grey","AIDYPI512001","Delta Children City Street LX Side by Side Stroller, Grey"
"Baby Trend","DJ86B78B","Candy Apple","AIDRATM61001","Baby Trend Navigator Lite Double Jogger Stroller, Candy Apple"
"Maxi-Cosi","TR414EMR","Nomad Sand","AID0P7012001","Maxi-Cosi Maxi Cosi Zelia Max Travel System, Nomad Sand, One Size"
"Baby Trend","ST04C87A","Moondust","AID5CIK72001","Baby Trend Tango Stroller"
"Summer Infant","31993","Charcoal Herringbone","AIDFYDF94001","Summer Infant 3Dlite+ Convenience Stroller- 31993, Charcoal Herringbone"
"DOONA",,"Royal Blue","AID2CHH12001","Doona - Liki Trike S3 - Royal Blue"
"Baby Trend","TJ76D13A","Grey/Black","AIDQ8HZ62001","Baby Trend Expedition Race Tec Travel Jogger, Ultra Grey"
"BRITAX","U741961","Black Shimmer","AID91P534001","Britax B-Free Premium Stroller | Nanotex Stain Resistant Fabric - Adjustable Handlebar - Easy One-Hand Fold - Includes Car Seat Adapters for Britax, Maxi Cosi, Cybex and Nuna - Black Shimmer"
"Chicco","07079673970070","Q Collection","AIDYHB191001","Chicco Activ3 Air Jogging Stroller, Q Collection"
"Graco","2113874","Frisco","AIDWLG112001","Graco NimbleLite Travel System | Includes Lightweight Stroller and SnugRide 35 Lite Infant Car Seat, Parent Storage, Compact Fold | Lightweight Stroller Under 15 Pounds, Frisco"
"Baby Trend","SS66758A","Morning Mist","AID3JKXE1001","Baby Trend Sit n Stand Ultra Stroller, Morning Mist"
"BOB Gear","U921954","Black","AIDH8VS72001","BOB Gear Alterrain Jogging Stroller | Quick Fold + Adjustable Handlebar + XL UPF 50+ Canopy, Melange Black"
"BRITAX","U741901","Frost","AIDV6VS72001","Britax B-Free Stroller | All Terrain Tires + Adjustable Handlebar + Extra Storage with Front Access + One Hand, Easy Fold + Cool Flow Ventilated Fabric - Frost"
"Baby Trend","TS04D02A","Kona","AIDIHIK72001","Baby Trend Tango Travel System, Kona (TS04D02A)"
"Disney Baby","TR396EVU","Minnie Happy Helpers","AID1VGW02001","Disney Baby Smooth Ride Travel system, Minnie Happy Helpers"
"Baby Jogger","1962974","MB Double","AIDSJ6C91001","Baby Jogger Double Child Tray - Mounting Bracket"
"UPPAbaby","0320-VIS-US-ALC","Pink","AIDKK7182001","UPPAbaby VISTA V2 Stroller - ALICE (dusty pink/silver/saddle leather)"
"WONDERFOLD","W4","Orange","AIDYXJK72001","WONDERFOLD W4 4 Seater Multi-Function Quad Stroller Wagon with Removable Raised Seats and Slidable Canopy, Orange"
"WONDERFOLD","W4","Black","AIDU6VS72001","WONDERFOLD W4 4 Seater Multi-Function Quad Stroller Wagon with Removable Raised Seats and Slidable Canopy, Black"
"Baby Trend","TS04D06A","Cassis","AIDBYLCA2001","Baby Trend Tango Travel System"
"Graco","2081958","Wynton","AID29TF12001",
"Baby Trend","JG76D13A","Ultra Grey","AIDTZZNL4001","Baby Trend Expedition Race Tec Jogger"
"Baby Jogger","2082867","Sepia","AIDF5UCA2001","Baby Jogger City Mini 2 Stroller - 2019 | Compact, Lightweight Stroller | Quick Fold Baby Stroller, Sepia"
"Baby Jogger","2113380","Barre","AIDPHTXG5001","Baby Jogger City Mini GT2 Stroller, Barre Collection"
"Baby Trend","ST04D06A","Cassis","AIDA6VS72001","Baby Trend Tango Stroller"
"Baby Trend",,"Stormy","AIDJG1BA2001","Baby Trend Sit N Stand Easy Fold Toddler Baby Double Stroller and 2 Infant Comfortable Carry Car Seats Travel System Combo, Stormy"
"Baby Trend","TS89B00A","Leap Frog","AIDBHDCA2001","Baby Trend Skyview Travel System, Leap Frog"
"Baby Trend","TS89B17A","Ions","AIDM37182001","Baby Trend Skyview Travel System, Ions"
"UPPAbaby","0320-VIS-US-JKE/1017-MSA-US-JKE","Black","AID18VS72001","UPPAbaby Vista V2 Stroller - Jake (Black/Carbon/Black Leather) + Mesa Infant Car Seat - Jake (Black)"
"UPPAbaby","0320-VIS-US-BRY/1017-MSA-US-BRY","White","AID1N2DA2001","UPPAbaby Vista V2 Stroller - Bryce (White Marl/Silver/Chestnut Leather) + Mesa Infant Car Seat - Bryce (White Marl)"
"Baby Jogger","2085468","Windsor","AIDA1YOI5001","Baby Jogger Bassinet, Windsor"
"UPPAbaby","0918-RBS-US-TAY","Indigo/Silver/Leather","AID2IP9J1001","UPPAbaby VISTA RumbleSeat - Taylor (Indigo/Silver/Saddle Leather)"
"Baby Jogger","2008379","Port","AIDE7HZ62001","Baby Jogger City Select LUX Stroller | Baby Stroller with 20 Ways to Ride, Goes from Single to Double Stroller | Quick Fold Stroller, Port"
"Joovy","8141","Red","AIDG4DA12001","Joovy Caboose Graphite Stroller, Stand on Tandem, Sit and Stand, Red"
"UPPAbaby","0320-VIS-US-HZL/1017-MSA-US-JKE","Hazel","AIDDP1BA2001","UPPAbaby Vista V2 Stroller - Hazel (Olive/Silver/Saddle Leather) + Mesa Infant Car Seat - Jake (Black)"
"BOB Gear","U181927","Black","AIDH2HZ62001","BOB Gear Rambler Jogging Stroller | Smooth Ride Suspension + Easy Fold + XL Canopy Coverage, Black [New Logo]"
"Baby Jogger","2085336","Capri","AID0PYOI5001","Baby Jogger Bassinet, Capri"
"Summer Infant","32723","3Dpac CS+","AIDU0V591001","Summer 3Dpac CS+ Compact Fold Stroller, Black – Compact Car Seat Adaptable Baby Stroller – Lightweight Stroller with Convenient One-Hand Fold, Reclining Seat and Extra-Large Canopy"
"Baby Joy",,"Black","AIDUF4B12001","BABY JOY Lightweight Stroller, Aluminum Baby Umbrella Convenience Stroller, Travel Foldable Design with Oxford Canopy/ 5-Point Harness/Cup Holder/Storage Basket, Black"
"Baby Jogger","2011476","Slate","AIDNVTJ91001","Baby Jogger City Select LUX Second Seat Kit, Slate"
"Chicco","06079678100070","Black","AIDNC1012001","Chicco Activ3 Jogging Travel System - Crux"
"Baby Jogger",,"Stoller and Pram","AID267DA2001","Baby Jogger City Select LUX Stroller | Baby Stroller with 20 Ways to Ride, Goes from Single to Double Stroller | Quick Fold Stroller, Granite with Baby Jogger City Select LUX Pram Kit, Granite"
"Baby Jogger",,"Jet","AIDGAFCA2001","Baby Jogger City Mini GT2 Stroller & Pram, Jet"
"Baby Trend","TS89B25B","Ziggy","AIDWDX191001","Baby Trend Skyview Plus Travel System, Ziggy"
"BRITAX","U741957","Vibe","AIDK7ZAA2001","Britax B-Free Stroller | All Terrain Tires + Adjustable Handlebar + Extra Storage with Front Access + One Hand, Easy Fold, Vibe"
"Joovy","8077","Black","AIDAXS512001","Joovy Scooter X2 Double Stroller, Side by Side Stroller, Stroller for Twins, Large Storage Basket, Black"
"BRITAX","S11251600","Vibe","AIDWU0W61001","Britax B-Free Travel System with B-Safe Ultra Infant Car Seat - Birth to 65 Pounds | All Terrain Tires + Adjustable Handlebar + Extra Storage with Front Access + One Hand, Easy Fold, Vibe"
"Maxi-Cosi","TR414EMQ","Nomad Blue","AID0X1H12001","Maxi-Cosi Zelia Max 5-in-1 Modular Travel System, Nomad Blue, One Size"
"Larktale","LK20012","Barossa Red","AIDX5PK72001","Larktale Lightweight Compact Coast Stroller, Barossa Red"
"Graco","1981664","Lake Green","AIDJJLHJ1001","Graco Breaze Lightweight Stroller | Travel Stroller, Lake Green"
